Site Set,Field,Bytesize(Approximately. After Serialize),Count,Top1%
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.flow_level_tags.source_level_tags.tag_id,232559,19379,12
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.flow_level_tags.source_level_tags.tag_name,1530988,19379,79
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic,13809692,19878,1590
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.current_location,397769,19878,20
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.current_location.area_code,79471,19878,4
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.current_location.coordinate,278497,19878,14
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.current_location.coordinate.latitude,119386,19878,6
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.current_location.coordinate.longitude,119386,19878,6
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.current_location_source,995040,19878,71
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.current_location_source.current_area_category_geohash,39805,19878,2
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.current_location_source.current_area_code,79251,19878,4
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.current_location_source.current_area_code_bssid,39805,19878,2
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.current_location_source.current_area_code_geohash,39805,19878,2
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.current_location_source.current_area_code_mig_ip_mapping,76955,19878,4
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.current_location_source.current_area_code_mig_recently,58291,19878,4
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.current_location_source.current_area_code_mig_within1day,58005,19878,4
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.current_location_source.current_area_code_sg_within1day,53701,19878,4
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.current_location_source.current_area_code_sp_ip_mapping,76276,19878,4
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.current_location_source.current_area_code_sp_recently,39805,19878,2
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.current_location_source.current_area_code_sp_within1day,39805,19878,2
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.current_location_source.current_area_code_targeting_strategy,57192,19878,3
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.current_location_source.lbsinfo_realtime_lat_long,296710,9270,32
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.current_location_source.lbsinfo_realtime_lat_long.area_code,37028,9270,4
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.current_location_source.lbsinfo_realtime_lat_long.coordinate,111341,9270,12
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.current_location_source.lbsinfo_realtime_lat_long.coordinate.latitude,46407,9270,5
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.current_location_source.lbsinfo_realtime_lat_long.coordinate.longitude,46384,9270,5
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.current_location_source.lbsinfo_realtime_lat_long.count,18542,9270,2
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.current_location_source.lbsinfo_realtime_lat_long.first_timestamp,18542,9270,2
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.current_location_source.lbsinfo_realtime_lat_long.last_timestamp,55626,9270,6
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.current_location_source.lbsinfo_realtime_lat_long.scene,18542,9270,2
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.current_location_source.lbsinfo_realtime_lat_long.score,18542,9270,2
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.current_resident_location,114993,19878,6
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.current_resident_location.area_code,75180,19878,4
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.locallife_predict_lbs,404532,18263,27
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.locallife_predict_lbs.area_code,73103,18263,4
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.locallife_predict_lbs.coordinate,219298,18263,12
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.locallife_predict_lbs.coordinate.latitude,91412,18263,5
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.locallife_predict_lbs.coordinate.longitude,91412,18263,5
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.locallife_predict_lbs.last_timestamp,36752,6125,6
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.locallife_predict_lbs.source,38782,4288,9
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.locallife_predict_lbs_strategy,36573,18263,2
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.recent_poi,905163,16413,123
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.recent_poi.area_code,129337,16413,17
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.recent_poi.coordinate,387928,16413,52
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.recent_poi.coordinate.latitude,161663,16413,21
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.recent_poi.coordinate.longitude,161663,16413,21
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.recent_poi.last_timestamp,193988,16413,26
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.recent_poi.scene,64694,16413,8
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.recent_poi.source,64688,16413,8
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.resident_location,1133899,19876,86
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.resident_location.area_code,227006,19876,16
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.resident_location.coordinate,279011,13440,24
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.resident_location.source,514289,19876,38
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.topn_poi,2602986,18710,222
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.topn_poi.aoi_ids,345524,16418,53
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.topn_poi.area_code,265453,18710,20
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.topn_poi.coordinate,796425,18710,60
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.topn_poi.coordinate.latitude,331867,18710,25
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.topn_poi.coordinate.longitude,331867,18710,25
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.topn_poi.count,132729,18710,10
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.topn_poi.first_timestamp,398232,18710,30
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.topn_poi.last_timestamp,398232,18710,30
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.topn_poi.scene,132729,18710,10
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.traveling_location,90342,19878,6
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.traveling_location.area_code,50574,19878,4
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.use_geographic,3650,1824,2
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.visited_location,6687263,9481,1063
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.visited_location.area_code,511536,9481,102
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.visited_location.coordinate,2313122,9481,360
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.visited_location.coordinate.latitude,963805,9481,150
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.visited_location.coordinate.longitude,963805,9481,150
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.visited_location.count,392826,9481,62
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.visited_location.first_timestamp,1156565,9481,180
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.visited_location.last_timestamp,1156565,9481,180
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.visited_location.scene,385520,9481,60
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.visited_location.score,385520,9481,60
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.geographic.visted_aoi_ids,361778,16760,79
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.high_probability_open_program,20611,4119,5
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.high_probability_open_program.program_name,8252,4119,2
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.i2u_version_ads,97654701,14831,13580
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.i2u_version_ads.i2u_ad_scores,40588087,14831,5836
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.i2u_version_ads.i2u_ads,56798818,14831,7715
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.i2u_version_ads.i2u_model_version,38366,14831,4
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.i2u_version_ads.partition_time,115101,14831,12
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.i2u_version_ads.sub_strategy_id,38366,14831,4
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.industry_audience_tags,14344813,19877,809
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.industry_audience_tags.date_time,4482772,19877,252
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.industry_audience_tags.score,4482772,19877,252
